birth,death,lifetime,tipF,endF,tipX,tipY,endX,endY,root_geodesic
0.0,4459.083229799161,4459.083229799161,4782990,10665424,4326,759,0,1694,4459.083229799161
3827.594913710803,3851.2472900073503,23.652376296547118,10156020,10294556,572,1613,596,1635,631.4883160883577
3817.082798605945,3828.7345973373276,11.651798731382769,10156062,10244210,614,1613,618,1627,642.000431193216
3804.612156019123,3820.8034153172052,16.19125929808206,10137183,10244219,623,1610,627,1627,654.471073780038
3675.0293646791806,3779.8700662475326,104.84070156835196,9425711,10049066,599,1497,650,1596,784.0538651199804
3718.4149474173273,3732.4069683607627,13.992020943435364,11018703,11163507,703,1750,699,1773,740.6682823818338
3597.8974402073427,3683.5945491562275,85.69710894888476,11163633,11560167,825,1773,711,1836,861.1857895918181
3636.2851918376637,3655.950460857795,19.66526902013129,9494987,9325019,619,1508,643,1481,822.7980379614971
3604.60658530185,3644.235517227845,39.62893192599495,11736524,11749072,780,1864,736,1866,854.4766444973112
3555.823699015843,3580.2828321487495,24.459133132906572,12529734,12372346,694,1990,706,1965,903.2595307833178
3368.3063963608065,3514.617473371728,146.3110770109215,11723994,12510930,842,1862,778,1987,1090.7768334383543
3456.588830715258,3487.285136506335,30.696305791077066,10383079,10553049,975,1649,953,1676,1002.4943990839027
3404.970999447659,3481.40906554092,76.43806609326111,12108075,12340959,867,1923,799,1960,1054.1122303515024
3389.2883637146715,3468.0630492212913,78.77468550661979,12309539,12756502,859,1955,806,2026,1069.7948660844897
3406.792101233958,3454.727061081823,47.93495984786523,10943359,10836376,911,1738,960,1721,1052.291128565203
3418.1326954740025,3432.632408749787,14.499713275784416,12145758,12032448,774,1929,792,1911,1040.9505343251587
3366.753636400066,3422.1520627771197,55.39842637705351,8916146,9249817,1010,1416,993,1469,1092.3295933990948
3190.0929376434688,3392.52463114664,202.43169350317112,12177359,11094561,895,1934,1009,1762,1268.9902921556925
3293.966276784121,3390.7888326193442,96.82255583522328,9816505,10446091,1041,1559,1027,1659,1165.1169530150403
3350.3799248265586,3386.008136280472,35.628211453913536,13002119,13190973,879,2065,853,2095,1108.7033049726026
3370.33481193481,3383.3146876312885,12.979875696478302,11195264,11151204,976,1778,988,1771,1088.748417864351
3356.0695105183568,3374.674487354282,18.6049768359253,10370488,10282358,976,1647,990,1633,1103.0137192808043
3318.665653435446,3371.588109287013,52.922455851567065,10880571,10565743,1083,1728,1055,1678,1140.4175763637152
3345.659701160538,3358.3364914786926,12.676790318154417,10628722,10697965,1074,1688,1061,1699,1113.4235286386227
3290.7807945587265,3349.2550066280382,58.47421206931176,9942451,10313910,1067,1579,1062,1638,1168.3024352404345
3299.927883483241,3345.640817555928,45.71293407268695,7669414,7612702,886,1218,838,1209,1159.1553463159196
3295.387104487325,3335.0600221549757,39.672917667650836,9602503,9363241,1103,1525,1089,1487,1163.696125311836
3244.750383223821,3333.9020191819172,89.15163595809645,14028228,13732386,740,2228,810,2181,1214.33284657534
3233.0293426169765,3323.0284000566508,89.99905743967429,14330473,13776479,777,2276,831,2188,1226.0538871821843
3243.9938547922466,3321.9659450491363,77.97209025688971,11629683,11459765,971,1847,1045,1820,1215.0893750069145
3295.7195674614286,3311.7275773781103,16.008009916681658,8173222,8110245,1014,1298,997,1288,1163.3636623377324
627.4192931536086,3300.5336078038085,2673.1143146502,18519895,11466097,3359,2941,1081,1821,3831.6639366455524
3214.73459060649,3290.213368584082,75.47877797759202,9615127,10068411,1135,1527,1107,1599,1244.348639192671
3234.2338689112166,3283.883786374915,49.64991746369833,11780807,11661259,991,1871,1067,1852,1224.8493608879442
3259.349430769127,3282.9909437276456,23.641512958518433,7367192,7228661,872,1170,853,1148,1199.7337990300337
3264.111877155579,3275.0406560559395,10.928778900360612,11686419,11673814,1043,1856,1030,1854,1194.9713526435821
3253.0873054464782,3266.9345079483887,13.847202501910488,11371703,11346508,1127,1806,1116,1802,1205.9959243526826
3159.778932548662,3260.60009882367,100.82116627500818,11333993,11680183,1193,1800,1103,1855,1299.3042972504993
3231.8204406120685,3249.3344755591365,17.514034947068012,13531007,13423990,903,2149,918,2132,1227.2627891870927
3152.906390285928,3229.936067962889,77.029677676961,7455416,7606601,952,1184,1033,1208,1306.1768395132333
3097.8907035693837,3223.5203287248332,125.6296251554495,13449303,13921415,1047,2136,959,2211,1361.1925262297775
3167.8163792703144,3204.5264806316245,36.71010136131008,6265261,6498220,741,995,748,1032,1291.2668505288466
3036.3250352787663,3183.4335131343796,147.10847785561327,12542603,12221641,971,1992,1105,1941,1422.758194520395
3091.559841858898,3175.7913556123754,84.23151375347743,11850292,12202784,1220,1882,1136,1938,1367.523387940263
2762.834224016803,3174.903040295744,412.0688162789411,12303807,9143039,1423,1954,1247,1452,1696.2490057823577
3154.8639208090435,3170.8213910629183,15.957470253874817,12404229,12303496,1109,1970,1112,1954,1304.2193089901173
3152.0486982226194,3167.841699572313,15.79300134969344,12958175,12983341,1007,2058,989,2062,1307.0345315765417
2963.307034199024,3166.4560853236612,203.14905112463703,10528223,9760020,1311,1672,1220,1550,1495.7761956001366
3146.4205729398877,3158.9008630658245,12.48029012593679,8230016,8305567,1144,1307,1143,1319,1312.6626568592733
3107.478376838557,3155.5040326631606,48.025655824603746,13682247,13952956,1039,2173,1020,2216,1351.6048529606041
3099.7682847954484,3147.372595014669,47.60431021922068,12158792,12058014,1216,1931,1174,1915,1359.3149450037126
2944.462918539725,3145.4377312607007,200.97481272097593,15891891,14771290,787,2524,874,2346,1514.6203112594362
3094.901254211759,3144.6501504948883,49.7488962831294,8683415,8910107,1231,1379,1267,1415,1364.1819755874023
3093.772432553401,3135.71538491081,41.94295235740901,8620435,8374859,1211,1369,1179,1330,1365.31079724576
1691.158368434575,3125.1687264340726,1434.0103579994975,20677,6233931,1789,3,891,990,2767.924861364586
3031.3325726714565,3113.95905214067,82.62647946921334,6832152,6359887,992,1085,927,1010,1427.7506571277047
2945.8547936909945,3112.879857222628,167.02506353163335,6486049,7021144,1169,1030,1104,1115,1513.2284361081668
3070.6284669661673,3109.6190096770088,38.99054271084151,12756767,12674977,1071,2026,1129,2013,1388.4547628329938
2976.367284413106,3109.5697929135536,133.2025085004475,12410715,12605749,1299,1971,1157,2002,1482.7159453860547
3079.5632804963925,3109.292507780692,29.729227284299668,9483075,9621563,1299,1506,1275,1528,1379.5199493027687
3077.6639793384475,3104.9969550803526,27.332975741905102,14947494,14916043,790,2374,819,2369,1381.4192504607136
3088.402512693963,3104.375843088108,15.973330394144796,12907820,12844875,1020,2050,1035,2040,1370.6807171051978
3073.0893848889027,3103.0066921287917,29.91730723988894,14865786,15004268,930,2361,900,2383,1385.9938449102583
3078.9830392166214,3095.9186890671363,16.935649850514892,5855990,5849714,710,930,730,929,1380.1001905825397
3077.6098503518742,3089.383811226832,11.773960874957993,12844938,12756793,1098,2040,1097,2026,1381.473379447287
3070.5630531876677,3085.5985515645793,15.035498376911619,7102907,7027373,1019,1128,1037,1116,1388.5201766114933
2980.298543395047,3079.9242941853254,99.62575079027829,9627936,8979435,1352,1529,1339,1426,1478.7846864041142
2957.9993962494264,3077.717455712844,119.71805946341783,4980856,5723812,720,791,748,909,1501.0838335497344
2945.2878364695707,3077.19022911055,131.9023926409791,5686322,5950627,1034,903,907,945,1513.7953933295905
3016.5335989534406,3076.456556208187,59.92295725474651,15318980,15199412,812,2433,868,2414,1442.5496308457205
3059.1566111563375,3075.9612882229394,16.804677066601926,5742730,5761632,778,912,792,915,1399.9266186428235
3040.264181035047,3069.3372849074326,29.073103872385673,5585326,5698687,774,887,807,905,1418.819048764114
3054.6701407193414,3066.936004104513,12.265863385171542,14758868,14695920,1044,2344,1056,2334,1404.4130890798199
2909.566566360559,3066.4650758802754,156.8985095197163,16231935,15142839,847,2578,959,2405,1549.5166634386019
3029.7834591454666,3042.8990582739216,13.11559912845496,10503023,10597474,1295,1668,1306,1683,1429.2997706536944
3029.4631158752227,3041.3059786794856,11.84286280426295,14280463,14192319,1135,2268,1135,2254,1429.6201139239383
2996.054538830488,3038.8868433392195,42.83230450873134,10414927,10691926,1343,1654,1318,1698,1463.028690968673
3015.4997376915753,3038.207763968284,22.70802627670855,8148236,8261591,1212,1294,1239,1312,1443.5834921075855
3000.976052727605,3027.998656946538,27.02260421893334,8532303,8393810,1223,1355,1242,1333,1458.107177071556
3011.0650044124027,3024.827296665494,13.762292253091346,13877534,13776795,1150,2204,1147,2188,1448.0182253867583
2948.4361586144983,3022.939132606366,74.50297399186775,13216433,13682353,1129,2099,1145,2173,1510.6470711846628
2952.0135550804566,3018.7150436512466,66.70148857078993,8557580,8683567,1316,1359,1383,1379,1507.0696747187044
2971.475810968833,3014.541945021684,43.06613405285134,6127083,6385237,1075,973,1093,1014,1487.607418830328
2986.679412136631,3008.0228311253804,21.343418988749363,6341125,6366332,1053,1007,1076,1011,1472.40381766253
2984.920233540951,3002.3063326510965,17.38609911014555,15533135,15633857,903,2467,889,2483,1474.1629962582101
2919.6499395089318,2994.1916626426455,74.54172313371373,9174625,8885075,1353,1457,1419,1411,1539.4332902902293
2968.9265704039635,2992.585554925522,23.658984521558523,14343441,14236436,1153,2278,1180,2261,1490.1566593951975
2718.858663470547,2992.449617952311,273.59095448176413,3514011,5251707,843,558,843,834,1740.2245663286142
2973.365431609216,2989.430647626182,16.065216016965678,15854203,15747170,875,2518,874,2501,1485.7177981899451
2972.3726216814102,2982.7940062865337,10.421384605123421,15589924,15526968,1028,2476,1032,2466,1486.710608117751
2906.6298768774627,2945.6784131622517,39.04853628478895,13292061,13650953,1205,2111,1225,2168,1552.4533529216983
2917.2249875147154,2944.282277214468,27.0572896997528,13537650,13550214,1250,2150,1222,2152,1541.8582422844459
2912.137980625951,2942.54610472647,30.408124100518762,9149560,8954381,1472,1453,1469,1422,1546.9452491732097
2850.2372203528957,2938.6633239586486,88.42610360575281,13386587,13921693,1291,2126,1237,2211,1608.8460094462655
2907.903278568484,2926.5044972828737,18.601218714389688,15879481,15986500,969,2522,956,2539,1551.1799512306768
2907.1192333452395,2926.0924928873383,18.97325954209873,15929770,15948679,890,2530,911,2533,1551.9639964539215
2902.347334776791,2917.9382150934057,15.590880316614857,13965794,14060228,1266,2218,1260,2233,1556.7358950223702
2874.557345981174,2917.9033163867616,43.34597040558765,13657315,13726530,1291,2169,1250,2180,1584.5258838179868
2882.647450561338,2902.960971068617,20.31352050727901,15892210,15929961,1106,2524,1081,2530,1576.4357792378232
2760.2086950104676,2901.8431217881666,141.634426777699,15779039,15760008,1263,2506,1120,2503,1698.8745347886932
2849.407509058925,2900.077071022521,50.66956196359615,16024326,16169085,1006,2545,957,2568,1609.6757207402359
2803.441353882461,2893.5022737298495,90.0609198473885,6549080,6517686,1240,1040,1326,1035,1655.6418759166997
2840.915685192908,2893.163956616259,52.24827142335107,16364182,16194236,878,2599,924,2572,1618.1675446062532
2871.319227576621,2893.0536371163735,21.734409539752505,16238266,16150144,882,2579,904,2565,1587.76400222254
2869.1307178987463,2892.9961754766127,23.865457577866437,16332744,16232037,920,2594,949,2578,1589.952511900415
2880.0335532155505,2892.476186329941,12.442633114390446,14494660,14425399,1268,2302,1263,2291,1579.0496765836108
2804.0357558872424,2892.4097945315716,88.37403864432918,15224975,15231182,1247,2418,1158,2419,1655.0474739119186
2786.843369201196,2880.5847843579277,93.74141515673182,7380320,6882903,1408,1172,1375,1093,1672.2398605979652
2755.5539409176627,2879.0061767590705,123.45223584140786,9382681,8696307,1641,1490,1531,1381,1703.5292888814986
2850.687991963707,2868.1243173562584,17.436325392551225,8885190,9023710,1534,1411,1542,1433,1608.3952378354538
2845.2354728031805,2861.525752064705,16.290279261524574,14677261,14582819,1285,2331,1283,2316,1613.8477569959803
2652.920126431677,2850.605421474055,197.68529504237813,5290096,6631080,1456,840,1392,1053,1806.1631033674842
2817.3594150415574,2834.439891465371,17.080476423813707,16515402,16414675,994,2623,1003,2607,1641.7238147576036
2820.7938529370444,2834.0164387653413,13.222585828296815,16295063,16370607,1015,2588,1007,2600,1638.2893768621166
2649.258064066944,2825.0200990489598,175.76203498201585,15930223,16137815,1343,2530,1167,2563,1809.825165732217
2662.178535076405,2823.7989294074505,161.62039433104565,17642353,16439951,961,2802,1095,2611,1796.9046947227564
2760.484123580526,2819.6238882933476,59.13976471282149,6303751,6618521,1455,1001,1425,1051,1698.5991062186347
2638.7571925282973,2816.2860522015253,177.528859673228,7512360,7695122,1232,1193,1410,1222,1820.3260372708637
2791.5269385607116,2814.5420426148075,23.0151040540959,16332971,16414795,1147,2594,1123,2607,1667.5562912384494
2780.260261168869,2801.9594643647833,21.69920319591438,6435958,6587059,1446,1022,1443,1046,1678.822968630292
2764.881844505933,2801.2238470683405,36.34200256240774,7575560,7663668,1472,1203,1436,1217,1694.2013852932282
