710,4566
1682,4095
2818,3850
3196,3844
1831,2405
2471,2880
2593,3003
3322,3691
2366,2728
2075,2430
3633,3976
2273,2594
3495,3811
1997,2290
2411,2686
3369,3641
2321,2591
2968,3230
3406,3663
2585,2823
2816,3052
2799,3011
2726,2936
3393,3600
2682,2886
3121,3325
2119,2319
1493,1688
2007,2198
2020,2211
3533,3721
2302,2488
3775,3959
2940,3123
1467,1632
2817,2973
2450,2606
2776,2925
1990,2133
2819,2954
3683,3810
2611,2732
2969,3089
3647,3763
2407,2522
3179,3294
2055,2164
4074,4181
3098,3205
3567,3674
2069,2174
3502,3602
4299,4398
2701,2800
2708,2807
1983,2082
3964,4059
3501,3597
2050,2144
2178,2272
2530,2622
3138,3228
3936,4026
2790,2878
2634,2714
3294,3373
3612,3690
2945,3020
3727,3801
4120,4190
3505,3571
3602,3667
3522,3586
3529,3593
3729,3793
1980,2041
3721,3780
2359,2416
3185,3241
2453,2509
1788,1843
3417,3471
3832,3887
3617,3671
1927,1980
2759,2811
3680,3732
3796,3847
3531,3579
2297,2346
3602,3650
3014,3061
3037,3084
3940,3986
3587,3633
3404,3448
3347,3391
3785,3828
3834,3877
3231,3272
3524,3564
2944,2984
2628,2668
3165,3203
3642,3678
3234,3270
3553,3587
1764,1797
3781,3814
3479,3512
2500,2533
2799,2831
2149,2181
1852,1884
2949,2980
3943,3974
2981,3011
1901,1931
1521,1550
3795,3824
3810,3839
3587,3615
3264,3290
4021,4047
3039,3064
2817,2842
4246,4270
3080,3104
3384,3407
3171,3194
1958,1981
3140,3162
3658,3680
3398,3420
3178,3200
3117,3138
3025,3046
3477,3497
3444,3464
2592,2612
3196,3216
3596,3616
4388,4407
3550,3568
2436,2455
4259,4278
4109,4128
3582,3600
2980,2999
3396,3414
3192,3210
2661,2679
2369,2387
2065,2082
3482,3499
2707,2725
3994,4011
3618,3635
4073,4090
4249,4266
4172,4189
2650,2667
3989,4005
3493,3509
2142,2158
2051,2066
3916,3931
1487,1502
3801,3817
2703,2718
3540,3555
3379,3393
3934,3949
3205,3219
2949,2964
2963,2978
2187,2201
4022,4036
3724,3738
4263,4276
2577,2591
2267,2281
3141,3155
3746,3760
3878,3891
3502,3516
3547,3560
2889,2901
3807,3820
3580,3592
3670,3682
3789,3801
3835,3847
2937,2949
3722,3733
4421,4432
2579,2590
3013,3024
2425,2437
3648,3659
3956,3966
3421,3432
4161,4172
2326,2336
4463,4473
3096,3402
2062,2404
2257,2268
2286,2297
2215,2226
1730,2036
395,805
696,750
484,516
686,700
38,496
803,816
864,879
1589,1648
1666,1725
1726,1739
1764,1780
1784,1928
1692,1763
1507,1520
1308,1320
1028,1041
1830,1842
1816,2005
2000,2017
1609,1625
1448,1463
1087,1100
1880,1890
1337,1350
2122,2144
1674,1689
2170,2182
1364,1375
2076,2093
1335,1346
1692,1831
1544,1568
1842,1889
1879,1905
1909,1922
1953,1965
2346,2358
1551,1563
1842,1855
1711,1787
2037,2150
1715,1728
1802,1825
2115,2125
1613,1628
1316,1330
1665,1679
1851,1868
2578,2622
1395,1453
1970,1984
2278,2307
1962,1976
2073,2087
2256,2371
1747,1762
1602,1614
1541,1553
2078,2091
1691,1702
1688,1745
2113,2182
1700,1718
2143,2161
1574,1587
1715,1753
2005,2036
1740,1750
2707,2738
2008,2018
1596,1611
2747,2886
1639,1652
1675,1691
2015,2107
1653,1666
1559,1576
1662,1725
1820,1830
2016,2031
1862,1898
1779,1789
1631,1644
1899,1918
1727,1767
1717,1759
1909,1922
2887,2898
1859,2034
1817,1829
2900,2937
1718,1738
2927,2989
1917,1928
1754,1798
1743,1791
3015,3035
2269,2281
1803,1816
3001,3024
1775,1793
1770,1785
1790,1805
2207,2298
1896,1918
1953,1963
2289,2320
1954,1966
2323,2342
1904,1962
1997,2007
1959,2012
2294,2355
1985,2024
2338,2350
2388,2401
2361,2375
2034,2051
2252,2466
2232,2245
2092,2104
2235,2248
2185,2256
2183,2380
2448,2489
2307,2317
2312,2328
2401,2465
2443,2457
2262,2518
2451,2475
2649,2672
2479,2493
2484,2500
2712,2724
2464,2477
2376,2402
2612,2625
2647,2671
2548,2559
2520,2532
2451,2464
2572,2637
2744,2780
2781,2794
2797,2861
2584,2594
2655,2665
2497,2508
2700,2717
2601,2615
2635,2652
2798,2812
2709,2720
2734,2749
2925,2935
2902,2924
2540,2554
2949,2978
2567,2577
2830,2877
2929,2982
2970,3087
2740,2767
2856,2866
2717,2734
2745,2756
2953,3025
2864,2991
3009,3020
2784,2868
3016,3027
2819,2833
2822,2837
2823,2838
2936,2951
2834,2848
2865,2914
2903,2918
2929,2946
2969,3009
2979,3012
3101,3142
3228,3260
3052,3067
2984,2999
3370,3387
3388,3401
3044,3059
3399,3415
3246,3259
3108,3122
3148,3163
3159,3173
3435,3445
3334,3353
3248,3407
3462,3472
3331,3347
3538,3622
3590,3614
3625,3637
3592,3609
3466,3504
3495,3511
3511,3542
3542,3738
3714,3731
3625,3639
3768,3780
3933,3950
3818,3828
3865,3927
3685,3717
3875,3978
3950,4008
4016,4037
3880,3893
4041,4120
4074,4086
4249,4381
4179,4222
4185,4199
4201,4221
4230,4246
4357,4378
4278,4289
4312,4352
4300,4325
4412,4432
4349,4372
4386,4400
4405,4426
4443,4461
4433,4452
4486,4506
4492,4507
4519,4567
4577,4599
4554,4568
4841,4853
4876,4907
4996,5007
