birth,death,lifetime,tipF,endF,tipX,tipY,endX,endY,root_geodesic
0.0,5955.458706580171,5955.458706580171,14301775,6896603,4751,3008,0,1451,5955.458706580171
5662.1464779282605,5675.458706580216,13.312228651955593,7034733,7039473,293,1480,280,1481,293.3122286519099
4635.349696129093,4684.452493568104,49.10279743901083,7311351,7259101,1237,1538,1270,1527,1320.1090104510781
4639.890176424711,4667.944913775893,28.054737351181757,7377958,7344657,1302,1552,1272,1545,1315.568530155459
4280.818318887757,4518.680720875527,237.86240198776977,6717221,6665112,1232,1413,1406,1402,1674.6403876924132
4394.69418715888,4412.887553233439,18.19336607455898,6142238,6208764,1362,1292,1346,1306,1560.7645194212912
4395.305022789523,4410.9386348471335,15.633612057610662,7183291,7102502,1508,1511,1520,1494,1560.1536837906476
4381.266443189967,4392.069313745993,10.802870556026392,6978965,7055004,1561,1468,1552,1484,1574.192263390204
4304.100864980184,4359.053282185921,54.95241720573631,5747849,5961686,1472,1209,1424,1254,1651.3578415999866
4338.233281893537,4349.426904349801,11.193622456263256,7587332,7639606,1544,1596,1535,1607,1617.2254246866337
4245.075275992944,4345.709079445363,100.63380345241967,7097918,6755618,1689,1493,1605,1421,1710.3834305872265
3980.7135782540017,4344.162173886994,363.4485956329927,8437749,7725132,1174,1775,1507,1625,1974.745128326169
4321.117575867984,4336.053423501169,14.935847633185404,7478026,7401981,1557,1573,1560,1557,1634.341130712187
4067.4759566088796,4328.218270021833,260.7423134129531,6936370,7069325,1743,1459,1614,1487,1887.982749971291
4288.934566581,4311.296185114195,22.361618533195724,7573079,7506555,1550,1593,1568,1579,1666.5241399991714
4292.876661368311,4303.411899304241,10.535237935930127,6470453,6389655,1620,1361,1623,1344,1662.58204521186
4280.930661566976,4301.759007911188,20.82834634421215,5638507,5690758,1449,1186,1417,1197,1674.5280450131945
170.4258470224995,4295.060183618583,4124.634336596084,3707296,6080686,4709,779,1599,1279,5785.032859557671
4229.458260439932,4270.27134960671,40.8130891667779,5919142,6085471,1657,1245,1631,1280,1726.0004461402384
4236.62874719828,4250.624120339326,13.995373141046002,5885843,5961899,1629,1238,1637,1254,1718.8299593818913
4119.274807619745,4246.076718182134,126.80191056238891,6945813,6194831,1680,1461,1672,1303,1836.1838989604257
4192.585196195457,4234.433374680382,41.848178484925484,7986599,8195721,1559,1680,1549,1724,1762.873510384714
4019.111475797562,4222.651840787965,203.54036499040285,7625016,7948408,1204,1604,1392,1672,1936.3472307826084
4166.33765429849,4215.190379489511,48.85272519102091,8447558,8324023,1477,1777,1520,1751,1789.1210522816805
4129.552279199971,4203.74557351009,74.1932943101192,6499086,6133081,1735,1367,1711,1290,1825.9064273801994
4164.557754040098,4183.286681527234,18.72892748713548,6617832,6641620,1656,1392,1679,1397,1790.9009525400725
4123.191723541874,4178.27956604045,55.08784249857581,7701627,7482953,1767,1620,1731,1574,1832.2669830382968
3939.1439678043607,4169.433763192605,230.28979538824387,5847924,5258357,1734,1230,1539,1106,2016.31473877581
4156.950068598802,4168.379556182861,11.429487584058734,5201325,5225055,1543,1094,1508,1099,1798.5086379813686
4097.081404950723,4161.41481590299,64.33341095226751,8290523,8143233,1291,1744,1344,1713,1858.377301629448
4132.047179664475,4154.350527464243,22.303347799767835,5148945,5167982,1446,1083,1471,1087,1823.4115269156953
3983.8723920335406,4153.299911538512,169.42751950497131,4711462,4987304,1239,991,1407,1049,1971.5863145466303
4134.865223488818,4151.4346894537375,16.5694659649198,5229864,5334447,1564,1100,1581,1122,1820.5934830913527
4109.975181785535,4150.016800644289,40.04161885875419,7639797,7844170,1726,1607,1720,1650,1845.4835247946357
3889.8093137383566,4137.400579091618,247.5912653532614,9493089,8694758,1348,1997,1521,1829,2065.649392841814
4039.87163619026,4125.210373476356,85.33873728609615,8053191,8295633,1609,1694,1648,1745,1915.587070389911
4104.649191124906,4117.062544865946,12.413353741039828,6133157,6038103,1787,1290,1793,1270,1850.8095154552648
3980.4570617539266,4072.3916343589112,91.93457260498462,5039887,5477113,1707,1060,1657,1152,1975.0016448262443
4058.3240860570813,4071.1297628470793,12.80567678999796,8471550,8509555,1704,1782,1685,1790,1897.1346205230896
3879.6694358793484,4066.512053249161,186.84261736981261,6912698,6038153,1836,1454,1843,1270,2075.7892707008223
3994.1262509538246,4041.9309128662244,47.80466191239975,5871590,5652964,1635,1235,1647,1189,1961.3324556263458
4016.562691304724,4037.83059061307,21.267899308345932,5705471,5824290,1871,1200,1865,1225,1938.8960152754466
4023.6376868808748,4036.942629194542,13.304942313667198,6076192,6156995,1858,1278,1860,1295,1931.8210196992961
3595.380565190418,3989.781824884374,394.40125969395604,3899198,5558115,1738,820,1858,1169,2360.0781413897525
3954.732357557962,3987.0076043146382,32.2752467566761,8809064,8851805,1755,1853,1719,1862,2000.7263490222083
3744.7779193224264,3967.843692372691,223.0657730502644,4821518,5791089,1976,1014,1935,1218,2210.680787257744
3940.8726722828433,3965.300469343384,24.427797060540797,8547697,8699781,1803,1798,1791,1830,2014.5860342973274
3812.0070929250546,3941.670784438098,129.66369151304343,6599191,6057289,2027,1388,1967,1274,2143.451613655116
3839.2162838477307,3938.5463903096907,99.33010646195999,9269964,9151225,1614,1950,1700,1925,2116.24242273244
3879.6373167669944,3937.338140215179,57.700823448184565,8999152,8885137,1723,1893,1780,1869,2075.821389813176
3883.631564467586,3911.1212428854888,27.489678417902724,9407871,9270034,1684,1979,1684,1950,2071.8271421125846
3837.639082536249,3902.717210661781,65.07812812553175,3851354,3865672,1424,810,1483,813,2117.8196240439215
