2987,4367
4199,4318
4017,4049
3006,3037
3382,3409
3383,3405
3216,3238
3121,3140
3342,3361
3281,3299
2991,3008
3183,3199
4062,4078
3281,3295
3134,3146
1363,2644
2012,2316
1859,2127
1694,1948
1952,2087
2096,2214
2074,2153
2109,2177
1696,1753
2217,2273
2136,2180
2132,2173
1607,1638
2124,2154
2242,2271
2211,2235
1435,1457
1758,1779
2266,2286
2427,2446
2004,2023
2423,2440
2261,2278
1391,1408
1863,1880
2599,2615
1870,1886
2557,2572
2181,2196
1952,1967
2012,2025
2242,2255
1964,1976
1426,1436
2003,2014
2150,2160
2109,2119
904,1462
1140,1250
969,1053
978,1047
966,1005
1174,1201
1291,1312
1195,1212
991,1008
992,1007
1158,1172
982,996
1164,1174
945,1536
1430,1460
1427,1455
1178,1197
984,994
976,986
1315,1325
816,1217
1138,1155
1111,1125
1264,1279
1264,1274
1389,1405
1393,1429
1409,1420
1427,1458
1434,1449
1459,1472
1484,1547
2524,2562
1562,1577
1618,1629
2359,2410
1705,1717
2331,2356
1833,1844
1935,1963
2443,2466
2015,2028
2386,2424
2356,2370
2181,2194
2179,2194
2137,2148
2189,2210
2162,2175
2154,2193
2191,2222
2302,2324
2618,2634
2403,2418
2394,2434
2263,2274
3011,3028
2256,2277
3029,3054
2566,2663
2239,2254
2272,2297
2680,2711
2461,2495
3159,3177
2264,2278
2392,2452
2722,2755
2429,2441
2348,2372
2462,2513
2288,2304
2490,2501
2390,2495
3123,3142
2474,2506
3177,3188
2387,2408
3191,3219
2803,2830
2839,2864
2508,2526
2423,2436
2457,2498
3086,3109
2425,2461
2458,2498
2498,2519
2866,2904
2437,2447
3266,3281
2531,2543
3067,3079
3071,3082
2522,2537
3038,3050
2536,2551
2588,2602
2550,2587
2418,2434
2533,2557
2612,2658
2588,2608
2672,2699
2947,2968
2964,2977
2998,3009
2962,2977
3266,3281
3027,3038
2968,2997
3252,3267
2983,2993
2674,2688
3113,3221
2687,2699
3151,3162
2937,2957
2661,2768
2978,2988
2713,2728
2849,2961
3410,3422
2973,2984
2986,3013
3204,3216
3373,3421
2724,2765
2763,2780
3419,3451
3184,3196
3121,3168
3400,3411
2792,2827
2907,2918
2646,2660
3207,3217
3147,3162
2970,2980
2722,2800
3368,3453
2789,2838
2625,2635
2807,2827
2996,3007
3432,3446
2640,2687
3561,3573
2664,2714
3053,3068
3447,3459
3219,3233
3677,3691
3547,3561
3658,3833
3465,3476
3477,3520
3644,3655
3659,3680
3648,3658
2775,2786
2703,2717
3715,3731
3448,3459
2978,2989
3063,3074
3773,3789
3460,3477
3426,3455
2737,2748
3479,3492
3842,3852
3249,3264
3261,3277
3839,3857
3818,3832
3822,3832
3514,3524
3510,3531
2973,3020
3029,3050
3109,3120
2859,2895
3572,3598
2828,2846
3109,3126
3601,3623
2899,2916
2893,2905
3644,3660
2958,2970
3271,3340
3210,3220
3675,3703
3374,3385
3217,3250
3388,3404
3853,3909
3415,3433
3723,3734
3747,3793
3778,3800
3471,3491
3500,3512
3796,3813
3562,3677
3076,3223
3287,3317
3576,3601
3814,3827
3861,3873
3840,3969
3829,3847
3881,3896
3924,3942
3939,3952
3950,3963
3128,3220
3395,3417
3220,3241
3984,4023
3926,3938
3422,3436
3246,3263
3231,3252
3235,3250
3520,3565
3251,3267
4075,4105
4001,4011
3222,3426
3561,3572
3538,3548
4096,4121
3555,3636
3253,3268
4025,4044
3734,3746
4110,4132
4122,4136
3568,3582
3631,3681
3420,3433
3442,3482
3724,3741
3596,3607
3602,3616
3690,3720
3722,3735
3705,3731
3670,3683
3779,3801
3481,3491
3617,3642
3657,3678
3669,3691
3805,3834
3647,3658
3693,3706
3707,3722
3558,3575
3736,3750
3577,3600
3430,3441
3601,3612
3440,3636
3742,3761
3594,3605
3566,3576
3783,3801
3911,3926
3912,3927
