1271,1558
1333,1374
1075,2310
1591,2017
1701,1899
1776,1894
2115,2209
1791,1860
1937,2000
2099,2159
2124,2178
1939,1992
1949,2000
1952,1990
2098,2130
1691,1721
2126,2154
1913,1937
1973,1997
1833,1855
2099,2121
1921,1942
1777,1797
2013,2033
1860,1880
2197,2217
1896,1915
1688,1706
1619,1637
1693,1710
1825,1841
1874,1890
2150,2164
1982,1995
2100,2113
2112,2125
2047,2060
2144,2156
2105,2118
2129,2141
1885,1897
1945,1957
2024,2036
2008,2020
2107,2117
1979,1990
1498,1700
1536,1571
986,1735
975,1709
958,1775
999,1734
1051,1088
1005,1033
990,1018
1052,1079
1076,1098
1037,1054
1058,1071
972,982
1010,1020
1054,1800
977,2204
1087,1904
1075,1919
823,1033
1084,1320
1271,1299
1205,1218
1524,1735
1525,1546
2201,2242
2145,2177
2108,2124
2122,2133
2145,2169
2115,2130
2060,2075
2356,2367
1873,1895
2128,2153
2136,2154
1931,1946
2367,2378
2030,2052
2218,2229
2399,2424
2215,2233
1784,1821
2231,2255
1766,1781
1956,1967
1735,1789
1964,2053
2173,2184
1557,1567
2157,2175
2036,2063
2125,2155
1995,2011
2058,2110
2035,2045
1706,1742
1596,1652
2016,2026
1579,1594
2011,2034
2374,2391
2347,2365
1893,1917
1449,1462
2287,2303
2188,2282
2106,2120
1664,1678
3166,3286
2088,2178
1369,1385
1319,1331
1986,2067
2077,2091
3124,3148
1296,1308
1639,1653
3047,3116
1678,1701
2056,2083
1649,1666
1534,1645
2097,2113
1278,1298
1554,1564
1917,1932
1969,1984
1404,1419
2080,2112
1522,1537
1449,1464
1449,1464
1395,1405
1208,1225
1361,1376
2044,2073
2994,3014
1854,1877
1621,1654
2027,2041
1398,1530
1887,1941
1989,2026
1769,1788
1943,1953
1974,1988
1979,2006
1641,1656
1341,1408
1953,1964
1508,1526
1770,1784
1478,1491
1993,2004
1824,1978
1826,1839
1958,1983
2986,3000
1400,1415
1654,1666
2960,2977
2943,2961
1657,1667
3120,3131
3139,3149
1942,1960
2890,2902
1944,1955
1778,1793
1958,1968
2828,2840
1412,1504
2781,2794
1499,1566
1945,1955
1906,1922
1819,1829
1499,1515
1847,1861
1657,1672
1479,1496
2679,2691
2752,2784
2666,2686
2782,2806
1356,1395
2735,2747
2723,2740
1402,1414
2792,2805
1342,1361
2790,2843
2789,2803
2740,2793
2868,2886
1296,1342
2858,2876
1174,1242
1244,1278
2585,2613
2598,2614
1149,1161
1109,1120
1060,1093
2613,2628
985,996
2567,2578
2544,2575
2577,2603
2758,2775
2584,2597
2567,2580
2559,2571
2844,2862
2848,2863
2544,2555
2529,2543
2903,2914
2562,2580
2485,2501
2497,2516
2461,2475
2737,2763
2487,2500
2451,2464
2390,2539
2395,2423
2846,2857
2396,2434
2830,2849
2748,2761
2391,2406
2356,2387
2476,2572
2345,2365
2414,2426
2337,2358
2329,2353
2305,2317
2509,2661
2275,2288
2878,2893
2866,2879
2539,2550
2573,2598
2465,2480
2124,2268
2417,2430
2762,2781
2728,2756
2464,2487
2321,2340
2297,2310
2341,2449
2757,2768
2434,2445
2705,2736
2459,2475
2475,2544
2040,2076
2601,2661
2007,2038
2022,2040
1959,1989
2013,2030
1979,1997
2583,2605
2004,2020
2761,2782
2762,2782
2350,2375
2333,2344
2360,2379
2550,2563
2354,2401
2275,2344
2534,2553
2192,2211
2167,2180
2112,2123
2106,2118
2186,2196
1882,1998
2378,2389
2380,2390
1715,1793
2073,2083
1667,1704
1135,1147
942,1122
1082,1093
1046,1057
1317,1331
1458,1470
